fold,n_samples,overall_accuracy,balanced_accuracy,cohens_kappa,macro_f1
0,7,0.8571428571428571,0.8571428571428571,0.0,0.46153846153846156
1,28,0.8571428571428571,0.5,0.4509803921568628,0.5277777777777778
2,13,0.5384615384615384,0.5666666666666667,0.3157894736842106,0.5277777777777778
3,10,0.4,0.2857142857142857,-0.4285714285714286,0.2857142857142857
