fold,n_samples,overall_accuracy,balanced_accuracy,cohens_kappa,macro_f1
0,7,0.8571428571428571,0.8571428571428571,0.0,0.46153846153846156
1,28,0.8571428571428571,0.5,0.5,0.5342789598108747
2,13,0.5384615384615384,0.5833333333333334,0.3275862068965517,0.4908424908424909
3,10,0.4,0.47619047619047616,0.07692307692307687,0.2814814814814815
