fold,n_samples,overall_accuracy,balanced_accuracy,cohens_kappa,macro_f1
0,7,1.0,1.0,,1.0
1,28,0.7857142857142857,0.3333333333333333,0.0,0.29333333333333333
2,13,0.5384615384615384,0.5833333333333334,0.33333333333333337,0.4761904761904761
3,10,0.5,0.45238095238095233,-0.0869565217391306,0.45054945054945056
