fold,n_samples,overall_accuracy,balanced_accuracy,cohens_kappa,macro_f1
0,7,0.8571428571428571,0.8571428571428571,0.0,0.46153846153846156
1,28,0.8571428571428571,0.5833333333333334,0.5044247787610621,0.6120567375886524
2,13,0.46153846153846156,0.5,0.20869565217391306,0.41269841269841273
3,10,0.6,0.42857142857142855,0.024390243902438935,0.26666666666666666
